category,name,description,detail_url
environmental,Bruin Birding Club,"We are members of the UCLA community who are passionate about birds, birding, ornithology,  and conservation. Undergraduates, graduate students, postdocts, faculty and other staff are all welcome. Our aim is to spread knowledge and appreciation of birds  across UCLA, serve as a nexus for bird lovers across campus, and do our small part to make UCLA a more habitable place for our feathered neighbors. We lead multiple field trips per quarter all around Los Angeles and Southern California for birders of all experience levels and serve as UCLA's student chapter of the National Audubon Society. If you would like to stay up to date on our events, please visit our website and fill out the Google form to join our mailing list.",https://community.ucla.edu/studentorg/4188
environmental,Bruin Dine,"Bruin Dine aims to bridge the gap between food waste and food insecurity by recovering fresh, untouched food from UCLA's dining halls and serving it to students and staff in need. We work closely with UCLA stakeholders to ensure the safety and success of our food recovery events. We also conduct educational meetings & socials!

If you are committed to curtailing food waste and supporting students experiencing food insecurity, we would love for you to volunteer with us! We are always looking for volunteers and general members.",https://community.ucla.edu/studentorg/4185
environmental,Bruin Earth Solutions,"Bruin Earth Solutions (BES) is a student-run environmental club that facilitates various sustainable projects around campus. At BES we cover all disciplines of sustainability: Engineering, Biology, Architecture, Consulting, Computer Science, Agriculture, Food Science, Education, Design, and More!",https://community.ucla.edu/studentorg/3258
environmental,Bruin Supermileage,"Bruin Supermileage is a student-run project that designs, builds, and races highly energy-efficient vehicles. We compete in the collegiate Shell Eco-Marathon Americas event each year against teams from throughout the Western Hemisphere. Through this experience, our team members learn real-world engineering and leadership skills while encouraging environmental sustainability. The nature of the project necessitates an interdisciplinary team composition, including mechanical, electrical, materials science, and computer science engineers, among others.",https://community.ucla.edu/studentorg/4911
environmental,Bruins Opposing Speciesism,"Our mission at BOS (Bruins Opposing Speciesism) is to raise awareness of and fight for the fundamental rights to freedom, life, autonomy, protection, and rescue, for animals on campus and off. BOS lends a voice for the rights of all sentient beings, ranging from tiny insects to large mammals, being exploited from factory farms to laboratories. Our activities encompass campus-wide initiatives to mobilize students, as well as participation in protests and marches alongside local organizations like LA Animal Save and Mercy for Animals. A large part of our activities is our engagement in corporate campaigning, striving for policy changes and ethical practices within businesses to ensure the humane treatment of animals across various industries. BOS is a member organization in the Animal Welfare Alliance, and complements the mission of AWA, working to improve animal welfare primarily through direct action and pressure.",https://community.ucla.edu/studentorg/6167
environmental,Buy Your Values at UCLA,"We are a group of UCLA students, faculty and staff who have formed to encourage our bookstore to respect human dignity and human rights by stocking ethical and sustainable UCLA apparel and other merchandise. We have the power to vote with our dollars and make sure that our UCLA merchandise isn’t made with exploited labor, or unsustainable manufacturing technique. 

Additionally, we will be advocating for changes the UCLA”s apparel sourcing Code of Conduct, so that it is genuinely enforceable and closes loopholes that may be exploited by large brands who subcontract their entire supply chain. 

The group will partner with community groups and ethical vendors who are committed to our goals on behalf of workers and the environment, including the UCLA Labor Center, Labor 411, the Community Scholars Program, and ARAMP.",https://community.ucla.edu/studentorg/5928
environmental,California Public Interest Research Group,"CALPIRG is a statewide, student directed, public interest advocacy organization and is funded through student fees. Our organizers and advocates train students on how to run effective campaigns to solve some of society's most urgent issues through policy. Our primary mission is to encourage student power and activism and to serve as a resource to all student organizations.

Last year we had several significant accomplishments. We were the group that passed SB100, one of the strongest climate change laws in the country which committed the entire state of CA to 100% clean electricity by 2045. And in the 2018 election, CALPIRG students across the state registered 6,000 students to vote and contacted 500,000 students to get them to the polls. Read more about our accomplishments here: https://calpirgstudents.org/recent-victories/

If you are a part of or affiliated with a student group that would like to collaborate or seek assistance from CALPIRG, please email our organizer or chapter leadership directly!

We are excited about the upcoming quarter, and encourage all interested students to apply for an internship.

Join our chapter and you will gain skills and experience necessary to make a difference in the world, as well as meet an amazing group of intelligent, positive, and hardworking people. (We also have a LOT of fun doing it!!)",https://community.ucla.edu/studentorg/3094
environmental,Clean Consulting,Clean Consulting aims to empower companies to understand and act on their connections with the natural world by making them aware of their corporate social responsibility and the growing presence of sustainability in the professional sphere.,https://community.ucla.edu/studentorg/3695
environmental,Coastalong Music and Sustainability Festival,"Coastalong is a 100% bike-powered, eco-friendly festival put on entirely by UCLA students. The aim of this event is to demonstrate methods of alternative energy and to provide a fun, entertaining venue to increase awareness about sustainability, clean energy, and the environment. At the festival, we feature delicious food, interactive activities such as yoga, painting, and flower crown making, as well as great music to enjoy the day.",https://community.ucla.edu/studentorg/2331
environmental,Dig: The Campus Garden Coalition at UCLA,"Dig: The Campus Garden Coalition at UCLA is responsible for maintaining the student garden on the Mesa Lawn of Sunset Canyon Recreation Center. Dig uses this space to educate, learn from, and engage the community on garden-related issues, such as the environment and natural resources, social justice, nutrition, public health, and urban planning by means of growing and donating organic produce. We host weekly workshops revolving around these topics, and encourage members to use their experiences to enact changes in their everyday lives. These ""Dig-ins"" are usually held every Sunday from 12-2. Sign up for the email list on our website to find out more on how to join us in the garden!",https://community.ucla.edu/studentorg/2090
environmental,Earthquake Engineering Research Institute & Structural Engineers Association of Southern California,"The UCLA student chapter of EERI-SEAOSC is a professional network of students, UCLA faculty, and our industry partners, committed to advancing the fields of earthquake engineering research, structural engineering, and education for the purpose of reducing seismic hazard worldwide. As a club, we host office visits, info sessions, an annual networking night & career fair, member socials, research roundtables, and more!",https://community.ucla.edu/studentorg/5876
environmental,Ecological Restoration Association at UCLA,A student service group working to restore degraded ecosystems in the community and learn about the significance of conservation biology and citizen science.,https://community.ucla.edu/studentorg/4099
environmental,Environmental Law Society,"The purpose of the ELS is to serve as an organizational structure for students with common interests in environmental issues and activities, and to supplement the activities of the Journal of Environmental Law and Policy.",https://community.ucla.edu/studentorg/527
environmental,Environmental Medicine Club,"This organization aims to explore the mutual effects of environmental and human health on one another and their impact on the world at large. The club will include initiatives to spread awareness regarding the intersection of climate change and medicine and explore questions such as natural disasters have downstream impacts and affect patient care in unprecedented ways, how the medical industry contributes to climate change and pollution, how environmental concerns such as pollution affects noncommunicable diseases. As environmental issues and climate change intensify, their effects on human health will continue to grow. While these issues are intimately linked, they are under addressed so this club will seek to raise awareness of issues of how public health and environmental issues are linked and brainstorm solutions.",https://community.ucla.edu/studentorg/6162
environmental,Environmental Policy Collective,"The Environmental Policy Collective is a student-led group at Luskin for graduate students passionate about environmental and climate-related policy. Our mission is to build a strong sense of community among first- and second-year Master of Public Policy students who share an interest in sustainability, environmental issues, and climate policy.",https://community.ucla.edu/studentorg/6331
environmental,Environmental Student Network,"Established in 2010, ESN is dedicated to providing networking opportunities for environmental majors and anyone who wants to be involved in the environmental field. We hold volunteer events, socials, and hikes in an effort to provide students opportunities to become further involved. All majors are welcome; all that's necessary is a passion for the environment and a desire to help!",https://community.ucla.edu/studentorg/5990
environmental,Environmentalists of Color Collective,"The UCLA Environmentalists of Color Collective was brought together as a means of challenging the white-dominated conventions of the contemporary environmental justice movement by co-creating a healing space to amplify and prioritizing the narratives, experiences, and needs of Black, Indigenous, and people of color (BIPOC) environmentalists.",https://community.ucla.edu/studentorg/4418
environmental,Excursion Club at UCLA,"Excursion Club at UCLA will bring UCLA students on outdoor adventures throughout California and the greater Western U.S. The club will engage in activities such as hiking, camping, backpacking, surfing, climbing, snowshoeing, and skiing. The club combines students' love for nature and passion for meeting people with similar interests. Field professionals will come speak to the club and teach members about wilderness safety and general outdoor expertise.",https://community.ucla.edu/studentorg/5706
environmental,Farmers Market at UCLA,"Farmers’ Market at UCLA is a student-run, non-profit market. It is dedicated to bringing fresh, local SoCal produce to the UCLA community. Besides the normal market operation, the student organizers and members pioneer educational projects, and enrich the market space with student-group tabling and performance events. Furthermore, this organization serves to introduce students accessible opportunities on hands-on experience with urban agriculture and local food/sustainability initiatives.",https://community.ucla.edu/studentorg/3547
environmental,Food Law Society at UCLA School of Law,"FLS at UCLA School of Law seeks to bring awareness to the broad personal and professional implications of food and agriculture laws and policies, support students who are developing careers in this area, and provide an inclusive arena for student engagement of current issues in food law.",https://community.ucla.edu/studentorg/5675
environmental,GIVE,"GIVE Student Groups are global citizenship groups promoting sustainable volunteer efforts, globally-minded initiatives, environmentally-conscious lifestyles, and expanding comfort zones through adventures. Groups actively raise money and awareness for humanitarian initiatives, volunteer in their communities, hold monthly events and meet-ups to stay connected with their GIVE family, encourage fellow students to get involved globally, and so much more. This collective grassroots movement increases awareness of GIVE’s impact around the world & directly helps us fulfill our mission to empower global citizens and ignite sustainable change worldwide. We want to create a safe space for students to discuss global issues at our meetings and we will do everything in our power to create positive change in the world, starting at our University!",https://community.ucla.edu/studentorg/6314
environmental,Graduate Student Water Resources Group,"Any graduate or professional student or post doc at UCLA who is interested in or does research on water are eligible to be members, and benefit for sharing interdisciplinary approaches to water issues.  The GSWRG, based in the Institute of the Environment and Sustainability, holds seminars on different topics in water resources as well as networking sessions. Seminars topics are diverse and involve talks about research on campus and important work in water in government, nonprofits and business.  We seek to enhance connections between currently disparate nodes of water research on campus, while providing the university community with exposure to key stakeholders in the wider water industry.",https://community.ucla.edu/studentorg/3452
environmental,Industrial Hygiene Student Association (IHSA),"The mission of the Industrial Hygiene Student Association (IHSA) is to promote the principles and practice of industrial hygiene (IH); encourage interactions among IH students in different stages of their academic careers; foster cooperation with other disciplines that are interested in employee health and safety; and interact with professionals in government, industry, academic, and other professional associations.",https://community.ucla.edu/studentorg/5628
environmental,Institute of Transportation Engineers,"ITE at UCLA provides transportation planning, engineering, and operations experience in the real world. Through field trips, career fairs, and transportation technical projects, members meet others that are passionate and exited about improving cities and the built environment.

If you are interested in Urban Planning, Civil Engineering, Design, Economics, and really just about anything else, ITE at UCLA is a great way to get connected!",https://community.ucla.edu/studentorg/460
environmental,International Urban Sustainability Student Corps,"IUSSC is an environmental/sustainability think-tank at UCLA.

Our aim is to provide unique and policy-driven solutions to some of Los Angeles's greatest sustainability issues by extensively researching the policies and infrastructure of both Los Angeles and foreign cities. We believe that studying the way other countries deal with the sustainability issues that affect us here at home will provide distinctive insights on how we can tackle them. 

After a year of research, we travel out of Los Angeles to gain first-hand exposure to other unique cities, produce a research paper with our results, and record the whole process for other UCLA students.",https://community.ucla.edu/studentorg/3937
environmental,Law Students for Climate Accountability,"The twin crises of climate collapse and inequality are a reflection of the laws governing the country. Law Students for Climate Accountability at UCLA Law School seeks to activate and mobilize the power of law students to transform the legal industry’s role from exacerbating climate change and social injustice to meaningfully supporting a just transition. We aspire to move legal ethics and practice towards a just climate transition, in solidarity with frontline communities, to build an equitable and sustainable world in our lifetimes.",https://community.ucla.edu/studentorg/6201
environmental,Lives Without Knives,"??Lives Without Knives is a youth-led social enterprise empowering individuals to embrace plant-forward, sustainable, and conscious choices, adopting an entrepreneurial approach to achieving our vision. 

Focused on embracing vegan local business partnerships to achieve our vision, we have launched our “VegSphere” Platform, connecting Vegan Brands to untapped markets. Through our platform, we offer Vegan Brands a range of benefits while building a conscious community, by hosting Vegan Festivals and LWK Markets at UCLA, selling LWK Vegan Starter Kits, and serving as the intermediary to introduce their products to the UCLA store. 

In the past, we have also had solution-based corporate & school programs, an extensive media platform, and speaking events with a mission to simplify and revamp the concept of a vegan lifestyle.",https://community.ucla.edu/studentorg/5356
environmental,Mycology Club at UCLA,"We study fungi in order to better understand them and their role in the ecosystem! Fungal conservation is our priority, so you will have opportunities to learn how to identify, properly document, and preserve wild mushrooms for the purpose of scientific research. Activities include on-campus foraging walks, mushroom inoculation, and collaborative events with other nature clubs and orgs. We welcome all interested UCLA graduates, undergraduates, and faculty members to join us in making mycology more accessible at this university.",https://community.ucla.edu/studentorg/5464
environmental,National Association of Minority Landscape Architects Student Chapter at UCLA,"The purpose of the {NAMLA Student Chapter} at UCLA is congruent with the purpose of the National Organization as described below.
The National Association of Minority Landscape Architects aims to increase minority representation at all levels of Landscape Architecture practice and academia. Additionally, the Chapter will support through the following activities:
1. Providing support and networking opportunities for Black, Indigenous and People of Color (BIPOC) pursuing careers in landscape architecture.
2. Providing outreach and advocacy for BIPOC perspectives in landscape architecture.
3. Targeted support for BIPOC in becoming licensed landscape architects by fostering professional development through mentorship, workshops, and partnerships with industry leaders.
4. Advocacy for greater representation of BIPOC voices in the design and planning of urban and natural landscapes.
5. Engagement in community service and outreach projects that highlight the role of landscape architecture in improving the quality of life for underserved communities.
6. Opportunities for involvement in professional development and service activities within the community.
7. To serve as a platform for social, cultural, and professional objectives for its members.
LATEST REVISION DATE 10/08/2024
8. To provide opportunities for chapter members to connect to NAMLA’s network of student chapters and regional professional chapters.",https://community.ucla.edu/studentorg/6129
environmental,Ocean Resources for Conservation and Advocacy (ORCA),ORCA provides a community for students interested in the marine world to dedicate themselves to actively promoting conversations on ocean conservation and justice. ORCA also provides marine resources for achieving career-related goals and policy progress.,https://community.ucla.edu/studentorg/4567
environmental,Plant Futures at UCLA,"Increasingly, young adults are recognizing the broad based potential of a plant-centric food system to (i) address the climate crisis directly and urgently, (ii) prevent and heal diet-related chronic diseases, and (iii) ease nutrition insecurity. Plant Futures Initiative aims to meet students at an opportune moment in their lives, helping them to become enlightened eaters and advocates for positive food systems transformation, and bridging education, advocacy, and right livelihood.


Plant Futures has two purposes. 1. To educate others and increase
awareness about the diverse facets and drivers of the plant-centric food systems including social justice, health benefits and environmental sustainability. 2. Partner with other organizations both on and off campus to facilitate learning and work towards implementing some changes towards a plant based food solution.

The goal of Plant Futures is to build a community of students who are ethical leaders, systems thinkers and effective advocates for a plant-centric future. These students will have access to the Plant Futures network where they will ideally receive opportunities to meet with and work with companies and organizations beyond campus who are currently working on different plant based solutions.


This organization is part of the larger organization of Plant Futures.",https://community.ucla.edu/studentorg/5389
environmental,Refine LA,"At Refinela, our mission is to revolutionize the fashion industry by championing sustainability, innovation, and ethical practices. In order to combat the overconsumption of fast fashion, RefineLA hosts an annual runway show featuring collections upcycled by our own student designers. RefineLA also circulates secondhand clothing at our quarterly flea markets to make slow fashion accessible on the UCLA campus. Centering education and advocacy, RefineLA produces a lifestyle blog, editorial photoshoots, and upcycling workshops in addition to other events.",https://community.ucla.edu/studentorg/4111
environmental,Renewable Energy Association at UCLA,"Our mission is to reduce UCLA's environmental impact through student-driven projects that develop clean-energy solutions. Through this, we strive to cultivate an understanding of renewable energy and its importance on our environment, economy, and society. For example, we have projects in wind, biodiesel, and renewable natural gas where students do hands-on technical work to advocate for and implement clean energy on campus. We also host a number of public events including career fairs, company info sessions, and research panels as part of our educational and outreach initiatives",https://community.ucla.edu/studentorg/2406
environmental,SAGE,"Our mission is to cultivate the next generation of mindful industry workers by educating students on sustainability issues and providing them with the professional tools necessary to become effective leaders and sustainability advocates within their future careers. Our members will learn how to champion sustainable practices within a corporate setting and educate the student body on climate legislation and policies.

We intend to achieve this through a three pronged approach: 
1. Corporate consulting practice, including an international medical devices company and outdoor furniture company.
2. Legislation education and action
3. Personal mentality and lifestyle

SAGE, The Sustainability Age",https://community.ucla.edu/studentorg/4793
environmental,Student Chapter of American Society of Landscape Architects at UCLA,"The purpose of the Society is the advancement of knowledge, education, and skill
in the art and science of landscape architecture as an instrument of service in the public
welfare. To this end the Society promotes the profession of landscape architecture and
advances the practice through advocacy, education, communication, and fellowship.
The purpose of the Chapter shall be to bring students together through organized
activities that: 1) are consistent with the purpose and policies of the Society; 2)
enhance understanding of the Society, the profession, and related disciplines; 3)
improve skills and knowledge and complement the educational curriculum; and 4)
encourage participation in the programs and activities of the Society, its professional
chapters, and other student and student affi liate chapters.",https://community.ucla.edu/studentorg/6040
environmental,Students for Sage Hill,"Students for Sage Hill is a service organization where we support the preservation and restoration of Sage Hill (located at UCLA) a place where biodiversity flourishes. Students will learn about its diverse plant and animal life under the guidance of passionate educators.  They're not just observers; they're active participants in preserving this natural sanctuary. Through hands-on conservation activities, they learn the importance of responsible leadership, ensuring Sage Hill remains a vibrant, educational natural haven for generations to come.",https://community.ucla.edu/studentorg/5938
environmental,SWC EARTH,"SWC EARTH (Environmental Awareness, Recycling, and Terrestrial Health) promotes sustainability in the student lifestyle through projects in collaboration with other UCLA organizations throughout the year. We educate students on environmental issues, put on activities and programs to promote sustainable habits, and spearhead projects committed to making environmental change on campus. Environmental health = public health!",https://community.ucla.edu/studentorg/1601
environmental,The Alt Protein Project at UCLA,"We are a chapter organization of the Good Food Institute’s (GFI) Alt Protein Project, which is dedicated to turning universities into engines for alternative protein education, research, and innovation. Alternative proteins encompass a broad range of sustainable food technologies, including cultured meat, plant based meats, and precision fermentation products. Our organization is promoting education and innovation in the alt proteins field through food tech career fairs, educational courses, science seminars, alt protein food tastings, and more.",https://community.ucla.edu/studentorg/6123
environmental,The Primate Protection Institute at UCLA,"The mission of the Primate Protection Institute at UCLA is to promote the conservation and protection of all non-human primates—including apes, monkeys, and prosimian species. We are dedicated to educating the UCLA community and the greater Los Angeles area about the importance of primate conservation, while actively raising funds to support efforts through partnerships with reputable organizations committed to primate protection.",https://community.ucla.edu/studentorg/6479
environmental,UCLA UniCamp,"As the official student charity of UCLA, UniCamp annually links 350 student volunteers to around 700 Los Angeles youth from underserved communities. Through offering a residential summer camp experience at a subsidized cost, UniCamp works directly with today's youth to empower their communities while also building a community of close-knit UCLA students on campus. UniCamp focuses on guiding today's student volunteers to become life-long leaders through a unique community service project.",https://community.ucla.edu/studentorg/450
environmental,Unravel at UCLA,"Unravel seeks to educate students about what happens behind the seams of our favorite clothes. Our mission is to unravel the environmental and social impacts of the fashion industry and empower UCLA students to make more informed and conscious consumption decisions. We aim to create a community of like-minded individuals who hope to make the fashion industry (and world!) more environmentally friendly. No fashion experience required; Everyone is welcome! 

Non Discrimination Clause: 
Unravel at UCLA does not discriminate on the basis of race, color, age, disability, national origin, religion, sex, gender, sexual orientation, financial status, veteran status, or marital status in any of its policies, services, events, membership, and practices. Membership is open to all UCLA students, faculty, and staff without regard to race, color, age, disability, national origin, religion, sex, gender, sexual orientation, financial status, veteran status, or marital status.",https://community.ucla.edu/studentorg/3585
environmental,"Wildlife Disease Association at UCLA, The","The mission of the WDA at UCLA is to expand knowledge of wildlife health and disease at our university and support students in their interests in wildlife medicine, disease ecology, conservation, field biology, and other topics within this realm. We will accomplish our goals through workshops, guest speakers, journal clubs, and field trips to engage students and emphasize the importance of these fields of science from a One Health perspective.",https://community.ucla.edu/studentorg/4957
ethnic,Afro-Latinx Connection,"Afro-Latinx Connection de UCLA is a student ran organization founded in 2018 that bridges the gap between the Afrikan Diaspora and Latinx communities, while educating folks on Afro-Latin cultures, histories, and existence.",https://community.ucla.edu/studentorg/3538
ethnic,Armenian Good Samaritans,"At “Armenian Good Samaritan”, we are dedicated to fostering a community of compassion and support through active service, both locally and internationally. We are dedicated to creating meaningful change by engaging in activities that address immediate needs and promote sustainable growth within our community and beyond. Our mission is to improve the quality of life for individuals in our local community and extend our reach to support the people of Armenia. Through collaborative efforts, we aim to enrich lives, foster cultural appreciation, and provide aid to those in need, with a special focus on supporting Armenia in its endeavors to build a stronger, healthier, and more educated nation. We are committed to acting as a beacon of hope and a source of substantial aid, driven by the principles of integrity, transparency, and relentless dedication to those we serve.",https://community.ucla.edu/studentorg/6194
ethnic,Caribbean Students Association,"The purpose shall be to reunite the Caribbean community at UCLA educate individuals about Caribbean culture, and celebrate the culture of the Caribbean across the diaspora.",https://community.ucla.edu/studentorg/5453
ethnic,Himalayan Student Association @ UCLA,"The purpose of “Himalayan Student Association @ UCLA” is To: 
- Explore, preserve, and celebrate Himalayan culture through discussions, language exchange, field trips, cooking, and more.

- Build community among Nepali, Tibetan, Bhutanese, 
Indian, Pakistani, and any UCLA students earnest in exploring Himalayan culture.  

- Create leadership opportunities for members through event planning and outreach.

- Spread information of Himalayan diversity and social issues such as Tibetan autonomy. 

- Connect members to resources and opportunities to promote their academic and social well being.",https://community.ucla.edu/studentorg/5898
ethnic,IRANIAN LAW STUDENTS ASSOCIATION,"Promote professional development and mentorship for Iranian-American law students. Organization activities include networking opportunities, guest speaker events, academic & professional mentoring, social events, and more. We strive to advance the professional, educational, and social interests of the American-Iranian community in Los Angeles.",https://community.ucla.edu/studentorg/6202
ethnic,Medical Ethics & Dilemmas Society,"The Medical Ethics & Dilemmas Society at UCLA is a student-led organization dedicated to exploring the complex ethical issues and dilemmas in healthcare, medicine, and biomedical research. Our mission is to foster thoughtful discussions, promote interdisciplinary learning, and provide a platform for students passionate about the intersection of ethics and medicine.",https://community.ucla.edu/studentorg/6268
ethnic,Middle Eastern North African Law Student Association,"The Middle Eastern and North African Law Students Association (“MENALSA”) is a student group that strives to foster an empowering community for Middle Eastern and North African (MENA) students at UCLA Law. The MENA identity is inclusive of individuals from diverse backgrounds, representing various ancestries, religions, ethnicities, and identities. MENALSA works to expand MENA representation and develop MENA leadership at UCLA Law and the legal community at large. MENALSA seeks to promote an understanding of MENA social, legal, and professional issues and to provide a forum for student mentorship by MENA legal professionals. MENALSA works toward these goals through collaboration with legal organizations and community leaders. MENALSA is committed to diversity, inclusion, and amplifying underrepresented voices on the UCLA campus. MENALSA is committed to pursuing social and racial justice, including combatting anti-Black racism in the MENA community, supporting Palestinian human rights, critically examining systems of oppression both in the US and abroad, and challenging the US-imperialist narrative. We do this by promoting dialogue, systemic reform, policy, and scholarship, in the MENA field at UCLA.",https://community.ucla.edu/studentorg/4616
ethnic,NOMMO,"Nommo is the Afrikan Newsmagazine at UCLA. It draws its name from the Ki-Swahili term Nommo, which means the magical power of the word. First printed December 4, 1968, Nommo joined UCLA’s Student Media in 1969 to become the first ethnic student run publication on a United States public university campus.",https://community.ucla.edu/studentorg/5727
ethnic,Orthodox Christian Fellowship at UCLA,Our mission is to provide fellowship for all Orthodox Christians on campus and to provide information about the ancient faith of the Orthodox Church to all who are interested. All are welcome!,https://community.ucla.edu/studentorg/2762
ethnic,Planners of Color for Social Equity,"Planners of Color for Social Equity (PCSE) promotes critical thinking and grassroots activism to advance socially just planning. PCSE serves as a support system for all students committed to raising awareness of socially just planning both on campus and within our communities. PCSE strives to fight for social justice in the streets while building a foundation for ""revolutionary"" planning in academia. As PCSE moves further into the 21st century, it is critical to preserve the hard-fought victories for the inclusion of marginalized voices and to remain vigilant against efforts that could undermine or erode progressive policymaking and critical thinking. PCSE is committed to holding accountable the social justice mission and goals of the UCLA Luskin School of Public Affairs and its Urban Planning Program. PCSE hopes to foster the growth of planners who will institutionalize equity, equality, and economic justice for all communities.
http://instagram.com/pcse.ucla",https://community.ucla.edu/studentorg/5281
ethnic,Progressive Jewish Alliance,We are progressive Jewish students who support one another and collaborate on projects built around our shared political and social values. Our goal is to make it comfortable and easy to be both Jewish and progressive at UCLA—on campus and at Hillel. We are a Hillel student organization.,https://community.ucla.edu/studentorg/5993
ethnic,SAIT 5/2 Test,SAIT 5/2 Test,https://community.ucla.edu/studentorg/5479
ethnic,ShaQTI at UCLA,"ShaQTI aims to create a safe, diverse, and inclusive space for South Asian students identifying as a part of the LGBTQIA+ community and their allies at UCLA. We are open to all students to find community, express themselves, build connections with one another through events/meetings, and advocate for the upliftment of the LGBTQIA+ community as a whole on campus.",https://community.ucla.edu/studentorg/5460
ethnic,South Asian Law Students Association,"SALSA is dedicated to providing a forum for South Asian law students to exchange thoughts and ideas, develop a community support and referral network, and address the needs of the larger South Asian community—particularly its most marginalized members.",https://community.ucla.edu/studentorg/6203
faculty/staff,Jewish Faculty Resilience Group,"The Jewish Faculty Resilience Group (JFrg) is a community of UCLA Jewish and non-Jewish faculty, postdoctoral researchers, and staff dedicated to supporting the Jewish community on campus. We work to identify and counter antisemitism at UCLA. 

We believe in peace and co-existence. We mourn the suffering, death, and/or destruction of all innocent civilians, including Israelis and Palestinians.


MISSION:

To mobilize to effectively identify and counter antisemitism at UCLA.

To support the health, wellbeing, and safety of Jewish faculty, staff, students, and allies on campus, and Jewish people around the world, including the State of Israel.  

To champion authentic representations of Jewish history, culture, and religion, including that Jews constitute a diverse, multi-racial, ethnoreligious people indigenous to the land of Israel.

To promote Zionism, defined as the Jewish people's national self-determination movement that advocates for their right to a sovereign country located in their ancestral homeland, the State of Israel. 

To recommend constructive solutions to the UC leadership to help them make UCLA a welcoming and safe space to live, work, and learn for everyone, including Jews. 

To take necessary and appropriate follow-up steps when campus antisemitism has not been taken seriously.",https://community.ucla.edu/studentorg/5910
faculty/staff,Latino Staff and Faculty Association at UCLA,Staff and Faculty based organization dedicated to empowering and advocating for Latino/a staff and faculty through networking and education.,https://community.ucla.edu/studentorg/1622
faculty/staff,LGBTQ Staff and Faculty Association at UCLA,"The LGBTQ Staff and Faculty Association exists to support and promote 2SLGBTQIA+ staff and faculty on campus, by offering networking opportunities, advocacy, and visibility to develop and maintain a culture of equity and inclusion at UCLA and beyond.",https://community.ucla.edu/studentorg/6208
film,African American Cinema Society,"The African American Cinema Society (AACS) mission is to amplify Black cinema and empower diverse voices in the entertainment industry. Founded by Kayli Walls, Daisa Watkins, and Caleb Dunomes, this club was founded to build community and opportunity for students in film and media across the diaspora. Originally founded by John Singleton in the 1980s at the University of Southern California and adapted at Loyola Marymount University, we aim to promote networking and knowledge of the entertainment industry through panels and various events based around Black cinema.",https://community.ucla.edu/studentorg/6429
film,Association of Moving Image Archivists Student Chapter @ UCLA,"The Association of Moving Image Archivists (AMIA) is a non-profit professional organization that works to advance the practice of moving image archiving. The AMIA Student Chapter at UCLA was founded in 2000 and provides a social and intellectual forum for students interested in saving priceless cinematic history. Moving images are the preeminent art form of the 20th Century and, as such, provide much insight into the past and into culture as a whole. To promote the safeguarding of such a precious resource, AMIA Student Chapter members engage in a multitude of activities including attending symposia, organizing lectures and curating screenings of significant films. By attending an AMIA Student Chapter of UCLA screening or event, you are personally contributing to the ongoing education of rising archivists and preservationists. With help from you, students are able to engage in more activities at a greater level.",https://community.ucla.edu/studentorg/6104
film,Bruin Film Society,"Bruin Film Society is UCLA's sole resident undergraduate organization dedicated to screening and showcasing quality cinema from all genres and decades. The organization seeks to promote film cultural awareness, diversity within the medium, and to foster a community that appreciates film both as entertainment and as art. Events include free advance screenings of Oscar contenders, Q&As with talent, and red-carpet opportunities.",https://community.ucla.edu/studentorg/1735
film,"Color Box Production Company, The","The Color Box Production Company’s name reflects a promise to search for truth and clarity. 

The purpose of the production company shall be: To create an inclusive performance space for all University of California-Los Angeles (hereinafter referred to as “UCLA”) students, no matter their race, gender or sexuality. Its mission is to enhance, stimulate, and celebrate understanding of one’s self and others through the shared experience of live performance, routed in the affluent melting pot of diverse ethnic classics. The production company will also branch out to include bold and innovative interpretations of world drama and film, marked by the reflection and inclusion of the community and world we live in.

The Color Box Production Company has no tolerance for the discrimination of someone’s ethnicity, race, nationality, sexual orientation, age, demographic, gender identity, disability, religion or previous affiliations. The production company will pride itself in being all inclusive, which will reflect in performances, films, and events produced on campus.

The Color Box Production Company intends to be an important voice in UCLA’s discussion of diversity, supporting and propelling individuals and institutions in their quest for understanding. It will strive to entertain, inform, and educate, providing a strong commitment to diverse new voices, thereby enriching the cultural life of the UCLA community. Operationally, the company will strive to remain fiscally sound and small enough that every individual who becomes a member can be heard, be accountable, excel at what they love to do, and project the company's core mission and values.",https://community.ucla.edu/studentorg/3280
film,Delta Kappa Alpha,"Delta Kappa Alpha is a national, professional, gender-inclusive cinema fraternity. Established at the University of Southern California in 1936, Delta Kappa Alpha now has chapters at over 20 universities. Delta chapter was founded at UCLA in 1953, forming an extensive history of tradition on campus. Our mission is to cultivate an environment conducive to nurturing creativity and fostering lifelong professional, and personal connections. 

Within our organization, we offer a comprehensive platform for individuals to acquire knowledge across various aspects of filmmaking and actively engage in film production, welcoming all students interested in learning about the professional and production elements of the film industry as well as seeking a supportive and inclusive community on campus. Our commitment lies in establishing an open and inclusive environment within the entertainment industry.",https://community.ucla.edu/studentorg/5543
